dgp,alpha,N,R,method,quantity,nominal,coverage,acd,rcd,mc_se,ci95_lo,ci95_hi,ci_method,repetitions
beta_tight_normal_support_probs,0.05,1000,25,qlr,mean_1,0.9500,0.988000,+0.038000,+0.040000,0.006900,0.965319,0.995911,wilson,250
beta_tight_normal_support_probs,0.05,1000,25,qlr,mean_2,0.9500,0.992000,+0.042000,+0.044211,0.005645,0.971305,0.997803,wilson,250
beta_tight_normal_support_probs,0.5,1000,25,fkrb,theta,0.5000,0.485120,-0.014880,-0.029760,0.008589,0.468000,0.501760,bootstrap,250
beta_tight_normal_support_probs,0.5,1000,25,fkrb,mean_1,0.5000,0.464000,-0.036000,-0.072000,0.031604,0.403193,0.525896,wilson,250
beta_tight_normal_support_probs,0.5,1000,25,fkrb,mean_2,0.5000,0.488000,-0.012000,-0.024000,0.031677,0.426690,0.549673,wilson,250
beta_tight_normal_support_probs,0.5,1000,25,cp_wald,theta,0.5000,0.947520,+0.447520,+0.895040,0.003091,0.941280,0.953600,bootstrap,250
beta_tight_normal_support_probs,0.5,1000,25,cp_wald,mean_1,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.5,1000,25,cp_wald,mean_2,0.5000,0.988000,+0.488000,+0.976000,0.006900,0.965319,0.995911,wilson,250
beta_tight_normal_support_probs,0.5,1000,25,qlr,theta,0.5000,0.804640,+0.304640,+0.609280,0.005350,0.794080,0.815200,bootstrap,250
beta_tight_normal_support_probs,0.5,1000,25,qlr,mean_1,0.5000,0.664000,+0.164000,+0.328000,0.029933,0.603359,0.719677,wilson,250
beta_tight_normal_support_probs,0.5,1000,25,qlr,mean_2,0.5000,0.640000,+0.140000,+0.280000,0.030419,0.578795,0.696968,wilson,250
beta_tight_normal_support_probs,0.05,1000,225,fkrb,theta,0.9500,0.900267,-0.049733,-0.052351,0.003148,0.894133,0.906311,bootstrap,250
beta_tight_normal_support_probs,0.05,1000,225,fkrb,mean_1,0.9500,0.972000,+0.022000,+0.023158,0.010455,0.943342,0.986372,wilson,250
beta_tight_normal_support_probs,0.05,1000,225,fkrb,mean_2,0.9500,0.980000,+0.030000,+0.031579,0.008872,0.954044,0.991428,wilson,250
beta_tight_normal_support_probs,0.05,1000,225,cp_wald,theta,0.9500,1.000000,+0.050000,+0.052632,0.000000,1.000000,1.000000,bootstrap,250
beta_tight_normal_support_probs,0.05,1000,225,cp_wald,mean_1,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.05,1000,225,cp_wald,mean_2,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.05,1000,225,qlr,theta,0.9500,0.999982,+0.049982,+0.052613,0.000018,0.999947,1.000000,bootstrap,250
beta_tight_normal_support_probs,0.05,1000,225,qlr,mean_1,0.9500,0.992000,+0.042000,+0.044211,0.005645,0.971305,0.997803,wilson,250
beta_tight_normal_support_probs,0.05,1000,225,qlr,mean_2,0.9500,0.996000,+0.046000,+0.048421,0.004000,0.977694,0.999294,wilson,250
beta_tight_normal_support_probs,0.5,1000,225,fkrb,theta,0.5000,0.454311,-0.045689,-0.091378,0.004488,0.445582,0.463342,bootstrap,250
beta_tight_normal_support_probs,0.5,1000,225,fkrb,mean_1,0.5000,0.504000,+0.004000,+0.008000,0.031685,0.442433,0.565446,wilson,250
beta_tight_normal_support_probs,0.5,1000,225,fkrb,mean_2,0.5000,0.548000,+0.048000,+0.096000,0.031540,0.486045,0.608503,wilson,250
beta_tight_normal_support_probs,0.5,1000,225,cp_wald,theta,0.5000,1.000000,+0.500000,+1.000000,0.000000,1.000000,1.000000,bootstrap,250
beta_tight_normal_support_probs,0.5,1000,225,cp_wald,mean_1,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.5,1000,225,cp_wald,mean_2,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.5,1000,225,qlr,theta,0.5000,0.987964,+0.487964,+0.975929,0.000712,0.986524,0.989333,bootstrap,250
beta_tight_normal_support_probs,0.5,1000,225,qlr,mean_1,0.5000,0.640000,+0.140000,+0.280000,0.030419,0.578795,0.696968,wilson,250
beta_tight_normal_support_probs,0.5,1000,225,qlr,mean_2,0.5000,0.592000,+0.092000,+0.184000,0.031145,0.530133,0.651082,wilson,250
beta_tight_normal_support_probs,0.05,10000,25,fkrb,theta,0.9500,0.947200,-0.002800,-0.002947,0.004051,0.939032,0.954880,bootstrap,250
beta_tight_normal_support_probs,0.05,10000,25,fkrb,mean_1,0.9500,0.964000,+0.014000,+0.014737,0.011806,0.933010,0.980947,wilson,250
beta_tight_normal_support_probs,0.05,10000,25,fkrb,mean_2,0.9500,0.944000,-0.006000,-0.006316,0.014571,0.908209,0.966352,wilson,250
beta_tight_normal_support_probs,0.05,10000,25,cp_wald,theta,0.9500,0.997600,+0.047600,+0.050105,0.000602,0.996320,0.998720,bootstrap,250
beta_tight_normal_support_probs,0.05,10000,25,cp_wald,mean_1,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.05,10000,25,cp_wald,mean_2,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.05,10000,25,qlr,theta,0.9500,0.976960,+0.026960,+0.028379,0.002318,0.972320,0.981440,bootstrap,250
beta_tight_normal_support_probs,0.05,10000,25,qlr,mean_1,0.9500,0.988000,+0.038000,+0.040000,0.006900,0.965319,0.995911,wilson,250
beta_tight_normal_support_probs,0.05,10000,25,qlr,mean_2,0.9500,0.992000,+0.042000,+0.044211,0.005645,0.971305,0.997803,wilson,250
beta_tight_normal_support_probs,0.5,10000,25,fkrb,theta,0.5000,0.488960,-0.011040,-0.022080,0.008028,0.473120,0.504800,bootstrap,250
beta_tight_normal_support_probs,0.5,10000,25,fkrb,mean_1,0.5000,0.560000,+0.060000,+0.120000,0.031457,0.498021,0.620163,wilson,250
beta_tight_normal_support_probs,0.5,10000,25,fkrb,mean_2,0.5000,0.436000,-0.064000,-0.128000,0.031426,0.375958,0.497979,wilson,250
beta_tight_normal_support_probs,0.5,10000,25,cp_wald,theta,0.5000,0.886720,+0.386720,+0.773440,0.004027,0.878880,0.894720,bootstrap,250
beta_tight_normal_support_probs,0.5,10000,25,cp_wald,mean_1,0.5000,0.992000,+0.492000,+0.984000,0.005645,0.971305,0.997803,wilson,250
beta_tight_normal_support_probs,0.5,10000,25,cp_wald,mean_2,0.5000,0.916000,+0.416000,+0.832000,0.017579,0.875005,0.944404,wilson,250
beta_tight_normal_support_probs,0.5,10000,25,qlr,theta,0.5000,0.757280,+0.257280,+0.514560,0.007818,0.741920,0.772640,bootstrap,250
beta_tight_normal_support_probs,0.5,10000,25,qlr,mean_1,0.5000,0.840000,+0.340000,+0.680000,0.023233,0.789463,0.880246,wilson,250
beta_tight_normal_support_probs,0.5,10000,25,qlr,mean_2,0.5000,0.808000,+0.308000,+0.616000,0.024961,0.754662,0.852016,wilson,250
beta_tight_normal_support_probs,0.05,10000,225,fkrb,theta,0.9500,0.921849,-0.028151,-0.029633,0.002601,0.916676,0.926951,bootstrap,250
beta_tight_normal_support_probs,0.05,10000,225,fkrb,mean_1,0.9500,0.964000,+0.014000,+0.014737,0.011806,0.933010,0.980947,wilson,250
beta_tight_normal_support_probs,0.05,10000,225,fkrb,mean_2,0.9500,0.944000,-0.006000,-0.006316,0.014571,0.908209,0.966352,wilson,250
beta_tight_normal_support_probs,0.05,10000,225,cp_wald,theta,0.9500,1.000000,+0.050000,+0.052632,0.000000,1.000000,1.000000,bootstrap,250
beta_tight_normal_support_probs,0.05,10000,225,cp_wald,mean_1,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.05,10000,225,cp_wald,mean_2,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.05,10000,225,qlr,theta,0.9500,1.000000,+0.050000,+0.052632,0.000000,1.000000,1.000000,bootstrap,250
beta_tight_normal_support_probs,0.05,10000,225,qlr,mean_1,0.9500,0.996000,+0.046000,+0.048421,0.004000,0.977694,0.999294,wilson,250
beta_tight_normal_support_probs,0.05,10000,225,qlr,mean_2,0.9500,0.992000,+0.042000,+0.044211,0.005645,0.971305,0.997803,wilson,250
beta_tight_normal_support_probs,0.5,10000,225,fkrb,theta,0.5000,0.479271,-0.020729,-0.041458,0.004091,0.471307,0.487361,bootstrap,250
beta_tight_normal_support_probs,0.5,10000,225,fkrb,mean_1,0.5000,0.492000,-0.008000,-0.016000,0.031682,0.430620,0.553622,wilson,250
beta_tight_normal_support_probs,0.5,10000,225,fkrb,mean_2,0.5000,0.532000,+0.032000,+0.064000,0.031621,0.470131,0.592900,wilson,250
beta_tight_normal_support_probs,0.5,10000,225,cp_wald,theta,0.5000,1.000000,+0.500000,+1.000000,0.000000,1.000000,1.000000,bootstrap,250
beta_tight_normal_support_probs,0.5,10000,225,cp_wald,mean_1,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.5,10000,225,cp_wald,mean_2,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_tight_normal_support_probs,0.5,10000,225,qlr,theta,0.5000,0.980213,+0.480213,+0.960427,0.001141,0.977902,0.982329,bootstrap,250
beta_tight_normal_support_probs,0.5,10000,225,qlr,mean_1,0.5000,0.744000,+0.244000,+0.488000,0.027657,0.686493,0.794122,wilson,250
beta_tight_normal_support_probs,0.5,10000,225,qlr,mean_2,0.5000,0.764000,+0.264000,+0.528000,0.026909,0.707616,0.812393,wilson,250
beta_wide_normal_support_probs,0.05,1000,25,fkrb,theta,0.9500,0.942240,-0.007760,-0.008168,0.004360,0.933280,0.950720,bootstrap,250
beta_wide_normal_support_probs,0.05,1000,25,fkrb,mean_1,0.9500,0.960000,+0.010000,+0.010526,0.012418,0.927947,0.978130,wilson,250
beta_wide_normal_support_probs,0.05,1000,25,fkrb,mean_2,0.9500,0.932000,-0.018000,-0.018947,0.015954,0.893811,0.957114,wilson,250
beta_wide_normal_support_probs,0.05,1000,25,cp_wald,theta,0.9500,0.999680,+0.049680,+0.052295,0.000226,0.999200,1.000000,bootstrap,250
beta_wide_normal_support_probs,0.05,1000,25,cp_wald,mean_1,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.05,1000,25,cp_wald,mean_2,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.05,1000,25,qlr,theta,0.9500,0.991840,+0.041840,+0.044042,0.001385,0.988960,0.994400,bootstrap,250
beta_wide_normal_support_probs,0.05,1000,25,qlr,mean_1,0.9500,0.988000,+0.038000,+0.040000,0.006900,0.965319,0.995911,wilson,250
beta_wide_normal_support_probs,0.05,1000,25,qlr,mean_2,0.9500,0.980000,+0.030000,+0.031579,0.008872,0.954044,0.991428,wilson,250
beta_wide_normal_support_probs,0.5,1000,25,fkrb,theta,0.5000,0.493920,-0.006080,-0.012160,0.008356,0.477600,0.510720,bootstrap,250
beta_wide_normal_support_probs,0.5,1000,25,fkrb,mean_1,0.5000,0.556000,+0.056000,+0.112000,0.031487,0.494025,0.616280,wilson,250
beta_wide_normal_support_probs,0.5,1000,25,fkrb,mean_2,0.5000,0.524000,+0.024000,+0.048000,0.031650,0.462198,0.585076,wilson,250
beta_wide_normal_support_probs,0.5,1000,25,cp_wald,theta,0.5000,0.909280,+0.409280,+0.818560,0.004015,0.901280,0.917120,bootstrap,250
beta_wide_normal_support_probs,0.5,1000,25,cp_wald,mean_1,0.5000,0.996000,+0.496000,+0.992000,0.004000,0.977694,0.999294,wilson,250
beta_wide_normal_support_probs,0.5,1000,25,cp_wald,mean_2,0.5000,0.928000,+0.428000,+0.856000,0.016381,0.889071,0.953974,wilson,250
beta_wide_normal_support_probs,0.5,1000,25,qlr,theta,0.5000,0.668160,+0.168160,+0.336320,0.007141,0.654080,0.681920,bootstrap,250
beta_wide_normal_support_probs,0.5,1000,25,qlr,mean_1,0.5000,0.612000,+0.112000,+0.224000,0.030881,0.550335,0.670275,wilson,250
beta_wide_normal_support_probs,0.5,1000,25,qlr,mean_2,0.5000,0.596000,+0.096000,+0.192000,0.031097,0.534165,0.654929,wilson,250
beta_wide_normal_support_probs,0.05,1000,225,fkrb,theta,0.9500,0.908729,-0.041271,-0.043443,0.002881,0.902951,0.914418,bootstrap,250
beta_wide_normal_support_probs,0.05,1000,225,fkrb,mean_1,0.9500,0.952000,+0.002000,+0.002105,0.013547,0.917988,0.972332,wilson,250
beta_wide_normal_support_probs,0.05,1000,225,fkrb,mean_2,0.9500,0.948000,-0.002000,-0.002105,0.014070,0.913078,0.969362,wilson,250
beta_wide_normal_support_probs,0.05,1000,225,cp_wald,theta,0.9500,1.000000,+0.050000,+0.052632,0.000000,1.000000,1.000000,bootstrap,250
beta_wide_normal_support_probs,0.05,1000,225,cp_wald,mean_1,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.05,1000,225,cp_wald,mean_2,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.05,1000,225,qlr,theta,0.9500,1.000000,+0.050000,+0.052632,0.000000,1.000000,1.000000,bootstrap,250
beta_wide_normal_support_probs,0.05,1000,225,qlr,mean_1,0.9500,0.984000,+0.034000,+0.035789,0.007952,0.959590,0.993761,wilson,250
beta_wide_normal_support_probs,0.05,1000,225,qlr,mean_2,0.9500,0.984000,+0.034000,+0.035789,0.007952,0.959590,0.993761,wilson,250
beta_wide_normal_support_probs,0.5,1000,225,fkrb,theta,0.5000,0.453636,-0.046364,-0.092729,0.004383,0.445102,0.462223,bootstrap,250
beta_wide_normal_support_probs,0.5,1000,225,fkrb,mean_1,0.5000,0.544000,+0.044000,+0.088000,0.031563,0.482060,0.604608,wilson,250
beta_wide_normal_support_probs,0.5,1000,225,fkrb,mean_2,0.5000,0.500000,+0.000000,+0.000000,0.031686,0.438491,0.561509,wilson,250
beta_wide_normal_support_probs,0.5,1000,225,cp_wald,theta,0.5000,1.000000,+0.500000,+1.000000,0.000000,1.000000,1.000000,bootstrap,250
beta_wide_normal_support_probs,0.5,1000,225,cp_wald,mean_1,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.5,1000,225,cp_wald,mean_2,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.5,1000,225,qlr,theta,0.5000,0.995698,+0.495698,+0.991396,0.000364,0.994987,0.996409,bootstrap,250
beta_wide_normal_support_probs,0.5,1000,225,qlr,mean_1,0.5000,0.652000,+0.152000,+0.304000,0.030187,0.591057,0.708343,wilson,250
beta_wide_normal_support_probs,0.5,1000,225,qlr,mean_2,0.5000,0.588000,+0.088000,+0.176000,0.031192,0.526105,0.647232,wilson,250
beta_wide_normal_support_probs,0.05,10000,25,fkrb,theta,0.9500,0.949280,-0.000720,-0.000758,0.003694,0.942072,0.956640,bootstrap,250
beta_wide_normal_support_probs,0.05,10000,25,fkrb,mean_1,0.9500,0.952000,+0.002000,+0.002105,0.013547,0.917988,0.972332,wilson,250
beta_wide_normal_support_probs,0.05,10000,25,fkrb,mean_2,0.9500,0.948000,-0.002000,-0.002105,0.014070,0.913078,0.969362,wilson,250
beta_wide_normal_support_probs,0.05,10000,25,cp_wald,theta,0.9500,0.992320,+0.042320,+0.044547,0.001229,0.989760,0.994720,bootstrap,250
beta_wide_normal_support_probs,0.05,10000,25,cp_wald,mean_1,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.05,10000,25,cp_wald,mean_2,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.05,10000,25,qlr,theta,0.9500,0.969920,+0.019920,+0.020968,0.002733,0.964320,0.975200,bootstrap,250
beta_wide_normal_support_probs,0.05,10000,25,qlr,mean_1,0.9500,0.988000,+0.038000,+0.040000,0.006900,0.965319,0.995911,wilson,250
beta_wide_normal_support_probs,0.05,10000,25,qlr,mean_2,0.9500,0.976000,+0.026000,+0.027368,0.009699,0.948638,0.988955,wilson,250
beta_wide_normal_support_probs,0.5,10000,25,fkrb,theta,0.5000,0.493120,-0.006880,-0.013760,0.008739,0.476320,0.510240,bootstrap,250
beta_wide_normal_support_probs,0.5,10000,25,fkrb,mean_1,0.5000,0.540000,+0.040000,+0.080000,0.031585,0.478080,0.600709,wilson,250
beta_wide_normal_support_probs,0.5,10000,25,fkrb,mean_2,0.5000,0.464000,-0.036000,-0.072000,0.031604,0.403193,0.525896,wilson,250
beta_wide_normal_support_probs,0.5,10000,25,cp_wald,theta,0.5000,0.737760,+0.237760,+0.475520,0.006340,0.725280,0.750080,bootstrap,250
beta_wide_normal_support_probs,0.5,10000,25,cp_wald,mean_1,0.5000,0.908000,+0.408000,+0.816000,0.018316,0.865738,0.937913,wilson,250
beta_wide_normal_support_probs,0.5,10000,25,cp_wald,mean_2,0.5000,0.780000,+0.280000,+0.560000,0.026252,0.724627,0.826898,wilson,250
beta_wide_normal_support_probs,0.5,10000,25,qlr,theta,0.5000,0.628320,+0.128320,+0.256640,0.009864,0.608960,0.647840,bootstrap,250
beta_wide_normal_support_probs,0.5,10000,25,qlr,mean_1,0.5000,0.684000,+0.184000,+0.368000,0.029463,0.623955,0.738476,wilson,250
beta_wide_normal_support_probs,0.5,10000,25,qlr,mean_2,0.5000,0.700000,+0.200000,+0.400000,0.029041,0.640518,0.753428,wilson,250
beta_wide_normal_support_probs,0.05,10000,225,fkrb,theta,0.9500,0.924676,-0.025324,-0.026657,0.002784,0.919182,0.929992,bootstrap,250
beta_wide_normal_support_probs,0.05,10000,225,fkrb,mean_1,0.9500,0.932000,-0.018000,-0.018947,0.015954,0.893811,0.957114,wilson,250
beta_wide_normal_support_probs,0.05,10000,225,fkrb,mean_2,0.9500,0.956000,+0.006000,+0.006316,0.012997,0.922942,0.975256,wilson,250
beta_wide_normal_support_probs,0.05,10000,225,cp_wald,theta,0.9500,1.000000,+0.050000,+0.052632,0.000000,1.000000,1.000000,bootstrap,250
beta_wide_normal_support_probs,0.05,10000,225,cp_wald,mean_1,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.05,10000,225,cp_wald,mean_2,0.9500,1.000000,+0.050000,+0.052632,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.05,10000,225,qlr,theta,0.9500,1.000000,+0.050000,+0.052632,0.000000,1.000000,1.000000,bootstrap,250
beta_wide_normal_support_probs,0.05,10000,225,qlr,mean_1,0.9500,0.992000,+0.042000,+0.044211,0.005645,0.971305,0.997803,wilson,250
beta_wide_normal_support_probs,0.05,10000,225,qlr,mean_2,0.9500,0.988000,+0.038000,+0.040000,0.006900,0.965319,0.995911,wilson,250
beta_wide_normal_support_probs,0.5,10000,225,fkrb,theta,0.5000,0.476889,-0.023111,-0.046222,0.004789,0.467644,0.486490,bootstrap,250
beta_wide_normal_support_probs,0.5,10000,225,fkrb,mean_1,0.5000,0.544000,+0.044000,+0.088000,0.031563,0.482060,0.604608,wilson,250
beta_wide_normal_support_probs,0.5,10000,225,fkrb,mean_2,0.5000,0.548000,+0.048000,+0.096000,0.031540,0.486045,0.608503,wilson,250
beta_wide_normal_support_probs,0.5,10000,225,cp_wald,theta,0.5000,1.000000,+0.500000,+1.000000,0.000000,1.000000,1.000000,bootstrap,250
beta_wide_normal_support_probs,0.5,10000,225,cp_wald,mean_1,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.5,10000,225,cp_wald,mean_2,0.5000,1.000000,+0.500000,+1.000000,0.000000,0.984867,1.000000,wilson,250
beta_wide_normal_support_probs,0.5,10000,225,qlr,theta,0.5000,0.979964,+0.479964,+0.959929,0.002323,0.975058,0.984142,bootstrap,250
beta_wide_normal_support_probs,0.5,10000,225,qlr,mean_1,0.5000,0.856000,+0.356000,+0.712000,0.022249,0.807088,0.894137,wilson,250
beta_wide_normal_support_probs,0.5,10000,225,qlr,mean_2,0.5000,0.828000,+0.328000,+0.656000,0.023916,0.776347,0.869725,wilson,250
